,date,store_id,cat_id,sales
115,2011-05-24,TX_1,FOODS,2528.96
116,2011-05-25,TX_1,FOODS,2951.85
117,2011-05-26,TX_1,FOODS,2875.64
118,2011-05-27,TX_1,FOODS,2889.56
119,2011-05-28,TX_1,FOODS,3637.92
120,2011-05-29,TX_1,FOODS,3751.49
121,2011-05-30,TX_1,FOODS,3173.31
122,2011-05-31,TX_1,FOODS,2686.63
123,2011-06-01,TX_1,FOODS,4003.09
124,2011-06-02,TX_1,FOODS,3315.33
125,2011-06-03,TX_1,FOODS,4133.83
126,2011-06-04,TX_1,FOODS,4114.05
127,2011-06-05,TX_1,FOODS,4810.4800000000005
128,2011-06-06,TX_1,FOODS,4176.95
129,2011-06-07,TX_1,FOODS,4304.93
130,2011-06-08,TX_1,FOODS,3420.66
131,2011-06-09,TX_1,FOODS,3994.77
132,2011-06-10,TX_1,FOODS,3702.69
133,2011-06-11,TX_1,FOODS,4695.8
134,2011-06-12,TX_1,FOODS,5132.67
135,2011-06-13,TX_1,FOODS,4229.35
136,2011-06-14,TX_1,FOODS,3683.54
137,2011-06-15,TX_1,FOODS,4100.66
138,2011-06-16,TX_1,FOODS,3380.37
139,2011-06-17,TX_1,FOODS,3651.55
140,2011-06-18,TX_1,FOODS,4397.45
141,2011-06-19,TX_1,FOODS,4393.87
142,2011-06-20,TX_1,FOODS,3685.88
143,2011-06-21,TX_1,FOODS,3147.49
144,2011-06-22,TX_1,FOODS,2456.27
145,2011-06-23,TX_1,FOODS,3326.29
146,2011-06-24,TX_1,FOODS,3415.54
147,2011-06-25,TX_1,FOODS,3961.57
148,2011-06-26,TX_1,FOODS,4250.31
149,2011-06-27,TX_1,FOODS,3423.76
150,2011-06-28,TX_1,FOODS,2948.85
151,2011-06-29,TX_1,FOODS,2690.51
152,2011-06-30,TX_1,FOODS,2868.87
153,2011-07-01,TX_1,FOODS,4557.6
154,2011-07-02,TX_1,FOODS,4342.95
155,2011-07-03,TX_1,FOODS,4707.08
156,2011-07-04,TX_1,FOODS,3622.65
157,2011-07-05,TX_1,FOODS,3916.08
158,2011-07-06,TX_1,FOODS,4304.63
159,2011-07-07,TX_1,FOODS,4463.17
160,2011-07-08,TX_1,FOODS,3800.71
161,2011-07-09,TX_1,FOODS,4834.93
162,2011-07-10,TX_1,FOODS,4613.95
163,2011-07-11,TX_1,FOODS,4641.58
164,2011-07-12,TX_1,FOODS,4314.38
165,2011-07-13,TX_1,FOODS,4740.56
166,2011-07-14,TX_1,FOODS,3473.97
167,2011-07-15,TX_1,FOODS,4862.83
168,2011-07-16,TX_1,FOODS,4789.17
169,2011-07-17,TX_1,FOODS,5066.0
170,2011-07-18,TX_1,FOODS,3504.01
171,2011-07-19,TX_1,FOODS,3325.34
172,2011-07-20,TX_1,FOODS,3155.4
173,2011-07-21,TX_1,FOODS,3427.86
174,2011-07-22,TX_1,FOODS,3711.09
175,2011-07-23,TX_1,FOODS,4284.99
176,2011-07-24,TX_1,FOODS,4416.85
177,2011-07-25,TX_1,FOODS,3406.91
178,2011-07-26,TX_1,FOODS,3310.44
179,2011-07-27,TX_1,FOODS,2989.43
180,2011-07-28,TX_1,FOODS,3010.18
181,2011-07-29,TX_1,FOODS,3369.14
182,2011-07-30,TX_1,FOODS,3381.57
183,2011-07-31,TX_1,FOODS,4249.8
184,2011-08-01,TX_1,FOODS,4561.39
185,2011-08-02,TX_1,FOODS,3474.32
186,2011-08-03,TX_1,FOODS,4341.47
187,2011-08-04,TX_1,FOODS,3387.44
188,2011-08-05,TX_1,FOODS,4255.55
189,2011-08-06,TX_1,FOODS,5742.59
190,2011-08-07,TX_1,FOODS,5831.62
191,2011-08-08,TX_1,FOODS,3742.16
192,2011-08-09,TX_1,FOODS,4454.36
193,2011-08-10,TX_1,FOODS,3534.6
194,2011-08-11,TX_1,FOODS,4278.79
195,2011-08-12,TX_1,FOODS,4922.61
196,2011-08-13,TX_1,FOODS,6553.7
197,2011-08-14,TX_1,FOODS,5372.22
198,2011-08-15,TX_1,FOODS,4909.2
199,2011-08-16,TX_1,FOODS,4196.84
200,2011-08-17,TX_1,FOODS,4029.64
201,2011-08-18,TX_1,FOODS,4006.16
202,2011-08-19,TX_1,FOODS,4158.9800000000005
203,2011-08-20,TX_1,FOODS,5616.7
204,2011-08-21,TX_1,FOODS,6630.33
205,2011-08-22,TX_1,FOODS,4420.08
206,2011-08-23,TX_1,FOODS,3510.41
207,2011-08-24,TX_1,FOODS,3614.91
208,2011-08-25,TX_1,FOODS,3168.48
209,2011-08-26,TX_1,FOODS,3170.9
210,2011-08-27,TX_1,FOODS,4692.19
211,2011-08-28,TX_1,FOODS,5115.2
212,2011-08-29,TX_1,FOODS,3399.53
213,2011-08-30,TX_1,FOODS,3086.35
214,2011-08-31,TX_1,FOODS,3316.52
215,2011-09-01,TX_1,FOODS,4974.1
216,2011-09-02,TX_1,FOODS,4023.58
217,2011-09-03,TX_1,FOODS,5695.34
218,2011-09-04,TX_1,FOODS,4376.17
219,2011-09-05,TX_1,FOODS,5034.12
220,2011-09-06,TX_1,FOODS,4053.02
221,2011-09-07,TX_1,FOODS,4701.31
222,2011-09-08,TX_1,FOODS,3414.02
223,2011-09-09,TX_1,FOODS,4554.66
224,2011-09-10,TX_1,FOODS,5083.6900000000005
225,2011-09-11,TX_1,FOODS,6150.91
226,2011-09-12,TX_1,FOODS,4770.19
227,2011-09-13,TX_1,FOODS,4955.78
228,2011-09-14,TX_1,FOODS,4124.17
229,2011-09-15,TX_1,FOODS,5020.12
230,2011-09-16,TX_1,FOODS,4679.92
231,2011-09-17,TX_1,FOODS,5251.99
232,2011-09-18,TX_1,FOODS,4943.55
233,2011-09-19,TX_1,FOODS,3810.87
234,2011-09-20,TX_1,FOODS,3577.19
235,2011-09-21,TX_1,FOODS,3364.03
236,2011-09-22,TX_1,FOODS,3298.04
237,2011-09-23,TX_1,FOODS,3431.68
238,2011-09-24,TX_1,FOODS,4850.66
239,2011-09-25,TX_1,FOODS,5262.41
240,2011-09-26,TX_1,FOODS,3764.6
241,2011-09-27,TX_1,FOODS,3254.43
242,2011-09-28,TX_1,FOODS,2742.76
243,2011-09-29,TX_1,FOODS,2892.59
244,2011-09-30,TX_1,FOODS,3737.44
245,2011-10-01,TX_1,FOODS,6140.41
246,2011-10-02,TX_1,FOODS,5518.24
247,2011-10-03,TX_1,FOODS,4730.9
248,2011-10-04,TX_1,FOODS,3795.77
249,2011-10-05,TX_1,FOODS,4634.96
250,2011-10-06,TX_1,FOODS,4263.25
251,2011-10-07,TX_1,FOODS,4740.36
252,2011-10-08,TX_1,FOODS,5273.45
253,2011-10-09,TX_1,FOODS,5515.49
254,2011-10-10,TX_1,FOODS,4615.3
255,2011-10-11,TX_1,FOODS,4498.22
256,2011-10-12,TX_1,FOODS,4643.58
257,2011-10-13,TX_1,FOODS,4462.37
258,2011-10-14,TX_1,FOODS,4414.54
259,2011-10-15,TX_1,FOODS,6403.61
260,2011-10-16,TX_1,FOODS,5868.54
261,2011-10-17,TX_1,FOODS,4422.7
262,2011-10-18,TX_1,FOODS,3695.31
263,2011-10-19,TX_1,FOODS,3475.28
264,2011-10-20,TX_1,FOODS,3030.35
265,2011-10-21,TX_1,FOODS,3607.02
266,2011-10-22,TX_1,FOODS,4244.09
267,2011-10-23,TX_1,FOODS,4720.58
268,2011-10-24,TX_1,FOODS,3356.41
269,2011-10-25,TX_1,FOODS,3022.7
270,2011-10-26,TX_1,FOODS,3336.44
271,2011-10-27,TX_1,FOODS,2961.23
272,2011-10-28,TX_1,FOODS,3456.81
273,2011-10-29,TX_1,FOODS,4325.06
274,2011-10-30,TX_1,FOODS,4628.35
275,2011-10-31,TX_1,FOODS,3242.83
276,2011-11-01,TX_1,FOODS,4283.68
277,2011-11-02,TX_1,FOODS,3104.47
278,2011-11-03,TX_1,FOODS,3556.05
279,2011-11-04,TX_1,FOODS,3001.06
280,2011-11-05,TX_1,FOODS,5458.39
281,2011-11-06,TX_1,FOODS,5514.38
282,2011-11-07,TX_1,FOODS,4574.84
283,2011-11-08,TX_1,FOODS,3580.13
284,2011-11-09,TX_1,FOODS,4120.85
285,2011-11-10,TX_1,FOODS,3552.47
286,2011-11-11,TX_1,FOODS,3918.47
287,2011-11-12,TX_1,FOODS,5439.07
288,2011-11-13,TX_1,FOODS,6092.46
289,2011-11-14,TX_1,FOODS,4259.03
290,2011-11-15,TX_1,FOODS,4688.45
291,2011-11-16,TX_1,FOODS,3705.78
292,2011-11-17,TX_1,FOODS,3687.65
293,2011-11-18,TX_1,FOODS,3672.22
294,2011-11-19,TX_1,FOODS,4466.75
295,2011-11-20,TX_1,FOODS,4779.1
296,2011-11-21,TX_1,FOODS,3608.61
297,2011-11-22,TX_1,FOODS,3760.8
298,2011-11-23,TX_1,FOODS,5122.89
299,2011-11-24,TX_1,FOODS,3917.56
300,2011-11-25,TX_1,FOODS,2978.63
301,2011-11-26,TX_1,FOODS,3199.71
302,2011-11-27,TX_1,FOODS,3724.32
303,2011-11-28,TX_1,FOODS,3163.55
304,2011-11-29,TX_1,FOODS,2990.19
305,2011-11-30,TX_1,FOODS,3022.32
306,2011-12-01,TX_1,FOODS,4031.24
307,2011-12-02,TX_1,FOODS,3728.66
308,2011-12-03,TX_1,FOODS,5462.67
309,2011-12-04,TX_1,FOODS,4970.23
310,2011-12-05,TX_1,FOODS,4676.09
311,2011-12-06,TX_1,FOODS,4636.33
312,2011-12-07,TX_1,FOODS,4269.27
313,2011-12-08,TX_1,FOODS,3260.93
314,2011-12-09,TX_1,FOODS,4370.74
315,2011-12-10,TX_1,FOODS,4573.57
316,2011-12-11,TX_1,FOODS,6399.92
317,2011-12-12,TX_1,FOODS,4685.9
318,2011-12-13,TX_1,FOODS,5007.15
319,2011-12-14,TX_1,FOODS,4376.84
320,2011-12-15,TX_1,FOODS,5442.6
321,2011-12-16,TX_1,FOODS,4364.73
322,2011-12-17,TX_1,FOODS,5044.59
323,2011-12-18,TX_1,FOODS,4489.8
324,2011-12-19,TX_1,FOODS,3962.66
325,2011-12-20,TX_1,FOODS,3843.41
326,2011-12-21,TX_1,FOODS,3821.75
327,2011-12-22,TX_1,FOODS,4153.19
328,2011-12-23,TX_1,FOODS,5116.51
329,2011-12-24,TX_1,FOODS,5358.52
330,2011-12-25,TX_1,FOODS,0.0
331,2011-12-26,TX_1,FOODS,4573.1
332,2011-12-27,TX_1,FOODS,3649.6
333,2011-12-28,TX_1,FOODS,3482.41
334,2011-12-29,TX_1,FOODS,3460.31
335,2011-12-30,TX_1,FOODS,4377.43
336,2011-12-31,TX_1,FOODS,5141.41
337,2012-01-01,TX_1,FOODS,4286.29
338,2012-01-02,TX_1,FOODS,4377.51
339,2012-01-03,TX_1,FOODS,4441.05
340,2012-01-04,TX_1,FOODS,3617.45
341,2012-01-05,TX_1,FOODS,4202.9
342,2012-01-06,TX_1,FOODS,4958.01
343,2012-01-07,TX_1,FOODS,5692.88
344,2012-01-08,TX_1,FOODS,5835.55
345,2012-01-09,TX_1,FOODS,3716.53
346,2012-01-10,TX_1,FOODS,3965.98
347,2012-01-11,TX_1,FOODS,4728.81
348,2012-01-12,TX_1,FOODS,4252.36
349,2012-01-13,TX_1,FOODS,5090.79
350,2012-01-14,TX_1,FOODS,5344.01
351,2012-01-15,TX_1,FOODS,6238.53
352,2012-01-16,TX_1,FOODS,4963.05
353,2012-01-17,TX_1,FOODS,3437.68
354,2012-01-18,TX_1,FOODS,3499.76
355,2012-01-19,TX_1,FOODS,3699.94
356,2012-01-20,TX_1,FOODS,3869.41
357,2012-01-21,TX_1,FOODS,5064.21
358,2012-01-22,TX_1,FOODS,4643.19
359,2012-01-23,TX_1,FOODS,3607.13
360,2012-01-24,TX_1,FOODS,3002.42
361,2012-01-25,TX_1,FOODS,2776.64
362,2012-01-26,TX_1,FOODS,3260.03
363,2012-01-27,TX_1,FOODS,3664.6
364,2012-01-28,TX_1,FOODS,4204.29
365,2012-01-29,TX_1,FOODS,4741.39
366,2012-01-30,TX_1,FOODS,3705.93
367,2012-01-31,TX_1,FOODS,3116.46
368,2012-02-01,TX_1,FOODS,4840.91
369,2012-02-02,TX_1,FOODS,3669.68
370,2012-02-03,TX_1,FOODS,4762.84
371,2012-02-04,TX_1,FOODS,5458.15
372,2012-02-05,TX_1,FOODS,6760.04
373,2012-02-06,TX_1,FOODS,4638.65
374,2012-02-07,TX_1,FOODS,4658.84
375,2012-02-08,TX_1,FOODS,3796.49
376,2012-02-09,TX_1,FOODS,4180.85
377,2012-02-10,TX_1,FOODS,3889.72
378,2012-02-11,TX_1,FOODS,5618.84
379,2012-02-12,TX_1,FOODS,6653.67
380,2012-02-13,TX_1,FOODS,5586.45
381,2012-02-14,TX_1,FOODS,3990.71
382,2012-02-15,TX_1,FOODS,4310.9
383,2012-02-16,TX_1,FOODS,3561.48
384,2012-02-17,TX_1,FOODS,3559.24
385,2012-02-18,TX_1,FOODS,4681.92
386,2012-02-19,TX_1,FOODS,6000.72
387,2012-02-20,TX_1,FOODS,4510.77
388,2012-02-21,TX_1,FOODS,3584.34
389,2012-02-22,TX_1,FOODS,3723.0
390,2012-02-23,TX_1,FOODS,3753.25
391,2012-02-24,TX_1,FOODS,4128.61
392,2012-02-25,TX_1,FOODS,4534.64
393,2012-02-26,TX_1,FOODS,5504.11
394,2012-02-27,TX_1,FOODS,3905.35
395,2012-02-28,TX_1,FOODS,3653.55
396,2012-02-29,TX_1,FOODS,3516.04
397,2012-03-01,TX_1,FOODS,4861.68
398,2012-03-02,TX_1,FOODS,4542.94
399,2012-03-03,TX_1,FOODS,5680.07
400,2012-03-04,TX_1,FOODS,6221.61
401,2012-03-05,TX_1,FOODS,5139.82
402,2012-03-06,TX_1,FOODS,4936.67
403,2012-03-07,TX_1,FOODS,4430.19
404,2012-03-08,TX_1,FOODS,4451.26
405,2012-03-09,TX_1,FOODS,4624.68
406,2012-03-10,TX_1,FOODS,5698.76
407,2012-03-11,TX_1,FOODS,6414.36
408,2012-03-12,TX_1,FOODS,6078.57
409,2012-03-13,TX_1,FOODS,5987.58
410,2012-03-14,TX_1,FOODS,4974.94
411,2012-03-15,TX_1,FOODS,5673.76
412,2012-03-16,TX_1,FOODS,5370.03
413,2012-03-17,TX_1,FOODS,5369.75
414,2012-03-18,TX_1,FOODS,6385.86
415,2012-03-19,TX_1,FOODS,4430.99
416,2012-03-20,TX_1,FOODS,4118.59
417,2012-03-21,TX_1,FOODS,4034.26
418,2012-03-22,TX_1,FOODS,3552.78
419,2012-03-23,TX_1,FOODS,4388.42
420,2012-03-24,TX_1,FOODS,5298.8
421,2012-03-25,TX_1,FOODS,5729.58
422,2012-03-26,TX_1,FOODS,4423.46
423,2012-03-27,TX_1,FOODS,3853.74
424,2012-03-28,TX_1,FOODS,3557.64
425,2012-03-29,TX_1,FOODS,3458.85
426,2012-03-30,TX_1,FOODS,4101.74
427,2012-03-31,TX_1,FOODS,4764.24
428,2012-04-01,TX_1,FOODS,6901.63
429,2012-04-02,TX_1,FOODS,4149.77
430,2012-04-03,TX_1,FOODS,5445.93
431,2012-04-04,TX_1,FOODS,4265.41
432,2012-04-05,TX_1,FOODS,5144.72
433,2012-04-06,TX_1,FOODS,6531.68
434,2012-04-07,TX_1,FOODS,8212.22
435,2012-04-08,TX_1,FOODS,8057.01
436,2012-04-09,TX_1,FOODS,4877.42
437,2012-04-10,TX_1,FOODS,4309.61
438,2012-04-11,TX_1,FOODS,5017.4800000000005
439,2012-04-12,TX_1,FOODS,5284.84
440,2012-04-13,TX_1,FOODS,5656.37
441,2012-04-14,TX_1,FOODS,6104.81
442,2012-04-15,TX_1,FOODS,7137.9800000000005
443,2012-04-16,TX_1,FOODS,4662.85
444,2012-04-17,TX_1,FOODS,4530.85
445,2012-04-18,TX_1,FOODS,4230.63
446,2012-04-19,TX_1,FOODS,4081.17
447,2012-04-20,TX_1,FOODS,3502.27
448,2012-04-21,TX_1,FOODS,5616.81
449,2012-04-22,TX_1,FOODS,6026.18
450,2012-04-23,TX_1,FOODS,4435.84
451,2012-04-24,TX_1,FOODS,4245.08
452,2012-04-25,TX_1,FOODS,4045.76
453,2012-04-26,TX_1,FOODS,3859.43
454,2012-04-27,TX_1,FOODS,3772.64
455,2012-04-28,TX_1,FOODS,5645.13
456,2012-04-29,TX_1,FOODS,5708.57
457,2012-04-30,TX_1,FOODS,4477.63
458,2012-05-01,TX_1,FOODS,5690.65
459,2012-05-02,TX_1,FOODS,4481.59
460,2012-05-03,TX_1,FOODS,4929.74
461,2012-05-04,TX_1,FOODS,4712.91
462,2012-05-05,TX_1,FOODS,6856.95
463,2012-05-06,TX_1,FOODS,7965.78
464,2012-05-07,TX_1,FOODS,6151.02
465,2012-05-08,TX_1,FOODS,4524.2
466,2012-05-09,TX_1,FOODS,4679.18
467,2012-05-10,TX_1,FOODS,4612.36
468,2012-05-11,TX_1,FOODS,5066.15
469,2012-05-12,TX_1,FOODS,6535.41
470,2012-05-13,TX_1,FOODS,6783.7
471,2012-05-14,TX_1,FOODS,5098.22
472,2012-05-15,TX_1,FOODS,5404.05
473,2012-05-16,TX_1,FOODS,4454.55
474,2012-05-17,TX_1,FOODS,4209.83
475,2012-05-18,TX_1,FOODS,4914.37
476,2012-05-19,TX_1,FOODS,6020.27
477,2012-05-20,TX_1,FOODS,6456.37
478,2012-05-21,TX_1,FOODS,4378.42
479,2012-05-22,TX_1,FOODS,4077.5
480,2012-05-23,TX_1,FOODS,3907.96
481,2012-05-24,TX_1,FOODS,4300.46
482,2012-05-25,TX_1,FOODS,4531.92
483,2012-05-26,TX_1,FOODS,5713.73
484,2012-05-27,TX_1,FOODS,5701.02
485,2012-05-28,TX_1,FOODS,5275.4
486,2012-05-29,TX_1,FOODS,4811.37
487,2012-05-30,TX_1,FOODS,4554.67
488,2012-05-31,TX_1,FOODS,3771.88
489,2012-06-01,TX_1,FOODS,5683.4400000000005
490,2012-06-02,TX_1,FOODS,5514.14
491,2012-06-03,TX_1,FOODS,6708.45
492,2012-06-04,TX_1,FOODS,5085.37
493,2012-06-05,TX_1,FOODS,5349.74
494,2012-06-06,TX_1,FOODS,5411.07
495,2012-06-07,TX_1,FOODS,5504.09
496,2012-06-08,TX_1,FOODS,4928.85
497,2012-06-09,TX_1,FOODS,6316.61
498,2012-06-10,TX_1,FOODS,6604.06
499,2012-06-11,TX_1,FOODS,5922.46
500,2012-06-12,TX_1,FOODS,5609.46
501,2012-06-13,TX_1,FOODS,5001.6
502,2012-06-14,TX_1,FOODS,4578.46
503,2012-06-15,TX_1,FOODS,6496.33
504,2012-06-16,TX_1,FOODS,5846.66
505,2012-06-17,TX_1,FOODS,6439.03
506,2012-06-18,TX_1,FOODS,5004.7
507,2012-06-19,TX_1,FOODS,4134.45
508,2012-06-20,TX_1,FOODS,4595.22
509,2012-06-21,TX_1,FOODS,4125.18
510,2012-06-22,TX_1,FOODS,4665.46
511,2012-06-23,TX_1,FOODS,5421.61
512,2012-06-24,TX_1,FOODS,6052.82
513,2012-06-25,TX_1,FOODS,4494.41
514,2012-06-26,TX_1,FOODS,3898.65
515,2012-06-27,TX_1,FOODS,3865.27
516,2012-06-28,TX_1,FOODS,3354.77
517,2012-06-29,TX_1,FOODS,4474.29
518,2012-06-30,TX_1,FOODS,4682.49
519,2012-07-01,TX_1,FOODS,6279.6900000000005
520,2012-07-02,TX_1,FOODS,4457.22
521,2012-07-03,TX_1,FOODS,5207.1
522,2012-07-04,TX_1,FOODS,4820.12
523,2012-07-05,TX_1,FOODS,4472.89
524,2012-07-06,TX_1,FOODS,5754.43
525,2012-07-07,TX_1,FOODS,6814.95
526,2012-07-08,TX_1,FOODS,5341.08
527,2012-07-09,TX_1,FOODS,5034.45
528,2012-07-10,TX_1,FOODS,4013.45
529,2012-07-11,TX_1,FOODS,4948.03
530,2012-07-12,TX_1,FOODS,4935.55
531,2012-07-13,TX_1,FOODS,5678.28
532,2012-07-14,TX_1,FOODS,5782.12
533,2012-07-15,TX_1,FOODS,7625.19
534,2012-07-16,TX_1,FOODS,4665.4800000000005
535,2012-07-17,TX_1,FOODS,4332.59
536,2012-07-18,TX_1,FOODS,3767.12
537,2012-07-19,TX_1,FOODS,4103.21
538,2012-07-20,TX_1,FOODS,4508.12
539,2012-07-21,TX_1,FOODS,5395.75
540,2012-07-22,TX_1,FOODS,5581.1
541,2012-07-23,TX_1,FOODS,4110.9
542,2012-07-24,TX_1,FOODS,3629.05
543,2012-07-25,TX_1,FOODS,3622.44
544,2012-07-26,TX_1,FOODS,3901.33
545,2012-07-27,TX_1,FOODS,4116.24
546,2012-07-28,TX_1,FOODS,4685.75
547,2012-07-29,TX_1,FOODS,5297.63
548,2012-07-30,TX_1,FOODS,4168.64
549,2012-07-31,TX_1,FOODS,3681.09
550,2012-08-01,TX_1,FOODS,5072.36
551,2012-08-02,TX_1,FOODS,4183.4800000000005
552,2012-08-03,TX_1,FOODS,5304.9
553,2012-08-04,TX_1,FOODS,5733.86
554,2012-08-05,TX_1,FOODS,5933.55
555,2012-08-06,TX_1,FOODS,5368.29
556,2012-08-07,TX_1,FOODS,4990.57
557,2012-08-08,TX_1,FOODS,4070.84
558,2012-08-09,TX_1,FOODS,5007.92
559,2012-08-10,TX_1,FOODS,4362.26
560,2012-08-11,TX_1,FOODS,6021.74
561,2012-08-12,TX_1,FOODS,6984.64
562,2012-08-13,TX_1,FOODS,5606.02
563,2012-08-14,TX_1,FOODS,4343.61
564,2012-08-15,TX_1,FOODS,5623.61
565,2012-08-16,TX_1,FOODS,4793.97
566,2012-08-17,TX_1,FOODS,4703.2
567,2012-08-18,TX_1,FOODS,5128.07
568,2012-08-19,TX_1,FOODS,5838.49
569,2012-08-20,TX_1,FOODS,4373.84
570,2012-08-21,TX_1,FOODS,4122.26
571,2012-08-22,TX_1,FOODS,4143.87
572,2012-08-23,TX_1,FOODS,3905.05
573,2012-08-24,TX_1,FOODS,4053.17
574,2012-08-25,TX_1,FOODS,5405.81
575,2012-08-26,TX_1,FOODS,6322.82
576,2012-08-27,TX_1,FOODS,4315.95
577,2012-08-28,TX_1,FOODS,4069.44
578,2012-08-29,TX_1,FOODS,3496.77
579,2012-08-30,TX_1,FOODS,3409.0
