store_id,cat_id,date,sales,series_id
TX_1,FOODS,2011-03-07,4076.49,TX_1_FOODS
TX_1,FOODS,2011-03-08,3290.18,TX_1_FOODS
TX_1,FOODS,2011-03-09,3846.26,TX_1_FOODS
TX_1,FOODS,2011-03-10,3030.62,TX_1_FOODS
TX_1,FOODS,2011-03-11,3307.94,TX_1_FOODS
TX_1,FOODS,2011-03-12,4870.73,TX_1_FOODS
TX_1,FOODS,2011-03-13,4889.51,TX_1_FOODS
TX_1,FOODS,2011-03-14,3892.37,TX_1_FOODS
TX_1,FOODS,2011-03-15,4377.82,TX_1_FOODS
TX_1,FOODS,2011-03-16,3225.75,TX_1_FOODS
TX_1,FOODS,2011-03-17,3487.95,TX_1_FOODS
TX_1,FOODS,2011-03-18,3552.71,TX_1_FOODS
TX_1,FOODS,2011-03-19,3926.72,TX_1_FOODS
TX_1,FOODS,2011-03-20,4366.33,TX_1_FOODS
TX_1,FOODS,2011-03-21,3028.0,TX_1_FOODS
TX_1,FOODS,2011-03-22,2800.49,TX_1_FOODS
TX_1,FOODS,2011-03-23,2716.85,TX_1_FOODS
TX_1,FOODS,2011-03-24,2879.23,TX_1_FOODS
TX_1,FOODS,2011-03-25,2915.94,TX_1_FOODS
TX_1,FOODS,2011-03-26,3774.77,TX_1_FOODS
TX_1,FOODS,2011-03-27,4428.66,TX_1_FOODS
TX_1,FOODS,2011-03-28,2898.23,TX_1_FOODS
TX_1,FOODS,2011-03-29,2703.51,TX_1_FOODS
TX_1,FOODS,2011-03-30,2694.68,TX_1_FOODS
TX_1,FOODS,2011-03-31,2671.67,TX_1_FOODS
TX_1,FOODS,2011-04-01,4154.01,TX_1_FOODS
TX_1,FOODS,2011-04-02,4189.61,TX_1_FOODS
TX_1,FOODS,2011-04-03,4789.81,TX_1_FOODS
TX_1,FOODS,2011-04-04,3337.22,TX_1_FOODS
TX_1,FOODS,2011-04-05,3983.45,TX_1_FOODS
TX_1,FOODS,2011-04-06,3628.76,TX_1_FOODS
TX_1,FOODS,2011-04-07,3914.32,TX_1_FOODS
TX_1,FOODS,2011-04-08,3584.55,TX_1_FOODS
TX_1,FOODS,2011-04-09,5022.85,TX_1_FOODS
TX_1,FOODS,2011-04-10,4903.23,TX_1_FOODS
TX_1,FOODS,2011-04-11,4055.29,TX_1_FOODS
TX_1,FOODS,2011-04-12,4296.46,TX_1_FOODS
TX_1,FOODS,2011-04-13,3858.9,TX_1_FOODS
TX_1,FOODS,2011-04-14,3163.74,TX_1_FOODS
TX_1,FOODS,2011-04-15,4008.39,TX_1_FOODS
TX_1,FOODS,2011-04-16,4488.14,TX_1_FOODS
TX_1,FOODS,2011-04-17,4508.33,TX_1_FOODS
TX_1,FOODS,2011-04-18,3300.54,TX_1_FOODS
TX_1,FOODS,2011-04-19,3091.63,TX_1_FOODS
TX_1,FOODS,2011-04-20,2843.33,TX_1_FOODS
TX_1,FOODS,2011-04-21,2964.78,TX_1_FOODS
TX_1,FOODS,2011-04-22,3458.35,TX_1_FOODS
TX_1,FOODS,2011-04-23,4293.11,TX_1_FOODS
TX_1,FOODS,2011-04-24,4079.7,TX_1_FOODS
TX_1,FOODS,2011-04-25,2749.95,TX_1_FOODS
TX_1,FOODS,2011-04-26,2659.14,TX_1_FOODS
TX_1,FOODS,2011-04-27,2425.32,TX_1_FOODS
TX_1,FOODS,2011-04-28,2132.04,TX_1_FOODS
TX_1,FOODS,2011-04-29,2849.33,TX_1_FOODS
TX_1,FOODS,2011-04-30,3561.22,TX_1_FOODS
TX_1,FOODS,2011-05-01,4933.17,TX_1_FOODS
TX_1,FOODS,2011-05-02,3043.98,TX_1_FOODS
TX_1,FOODS,2011-05-03,3682.08,TX_1_FOODS
TX_1,FOODS,2011-05-04,2680.66,TX_1_FOODS
TX_1,FOODS,2011-05-05,3502.48,TX_1_FOODS
TX_1,FOODS,2011-05-06,5524.79,TX_1_FOODS
TX_1,FOODS,2011-05-07,4693.59,TX_1_FOODS
TX_1,FOODS,2011-05-08,3548.13,TX_1_FOODS
TX_1,FOODS,2011-05-09,4031.75,TX_1_FOODS
TX_1,FOODS,2011-05-10,3560.05,TX_1_FOODS
TX_1,FOODS,2011-05-11,3061.04,TX_1_FOODS
TX_1,FOODS,2011-05-12,3407.58,TX_1_FOODS
TX_1,FOODS,2011-05-13,4224.42,TX_1_FOODS
TX_1,FOODS,2011-05-14,4077.11,TX_1_FOODS
TX_1,FOODS,2011-05-15,5071.82,TX_1_FOODS
TX_1,FOODS,2011-05-16,3647.55,TX_1_FOODS
TX_1,FOODS,2011-05-17,3348.94,TX_1_FOODS
TX_1,FOODS,2011-05-18,2669.4,TX_1_FOODS
TX_1,FOODS,2011-05-19,2845.08,TX_1_FOODS
TX_1,FOODS,2011-05-20,3183.92,TX_1_FOODS
TX_1,FOODS,2011-05-21,3768.73,TX_1_FOODS
TX_1,FOODS,2011-05-22,4008.41,TX_1_FOODS
TX_1,FOODS,2011-05-23,2904.74,TX_1_FOODS
TX_1,FOODS,2011-05-24,2528.96,TX_1_FOODS
TX_1,FOODS,2011-05-25,2951.85,TX_1_FOODS
TX_1,FOODS,2011-05-26,2875.64,TX_1_FOODS
TX_1,FOODS,2011-05-27,2889.56,TX_1_FOODS
TX_1,FOODS,2011-05-28,3637.92,TX_1_FOODS
TX_1,FOODS,2011-05-29,3751.49,TX_1_FOODS
TX_1,FOODS,2011-05-30,3173.31,TX_1_FOODS
TX_1,FOODS,2011-05-31,2686.63,TX_1_FOODS
TX_1,FOODS,2011-06-01,4003.09,TX_1_FOODS
TX_1,FOODS,2011-06-02,3315.33,TX_1_FOODS
TX_1,FOODS,2011-06-03,4133.83,TX_1_FOODS
TX_1,FOODS,2011-06-04,4114.05,TX_1_FOODS
TX_1,FOODS,2011-06-05,4810.4800000000005,TX_1_FOODS
TX_1,FOODS,2011-06-06,4176.95,TX_1_FOODS
TX_1,FOODS,2011-06-07,4304.93,TX_1_FOODS
TX_1,FOODS,2011-06-08,3420.66,TX_1_FOODS
TX_1,FOODS,2011-06-09,3994.77,TX_1_FOODS
TX_1,FOODS,2011-06-10,3702.69,TX_1_FOODS
TX_1,FOODS,2011-06-11,4695.8,TX_1_FOODS
TX_1,FOODS,2011-06-12,5132.67,TX_1_FOODS
TX_1,FOODS,2011-06-13,4229.35,TX_1_FOODS
TX_1,FOODS,2011-06-14,3683.54,TX_1_FOODS
TX_1,FOODS,2011-06-15,4100.66,TX_1_FOODS
TX_1,FOODS,2011-06-16,3380.37,TX_1_FOODS
TX_1,FOODS,2011-06-17,3651.55,TX_1_FOODS
TX_1,FOODS,2011-06-18,4397.45,TX_1_FOODS
TX_1,FOODS,2011-06-19,4393.87,TX_1_FOODS
TX_1,FOODS,2011-06-20,3685.88,TX_1_FOODS
TX_1,FOODS,2011-06-21,3147.49,TX_1_FOODS
TX_1,FOODS,2011-06-22,2456.27,TX_1_FOODS
TX_1,FOODS,2011-06-23,3326.29,TX_1_FOODS
TX_1,FOODS,2011-06-24,3415.54,TX_1_FOODS
TX_1,FOODS,2011-06-25,3961.57,TX_1_FOODS
TX_1,FOODS,2011-06-26,4250.31,TX_1_FOODS
TX_1,FOODS,2011-06-27,3423.76,TX_1_FOODS
TX_1,FOODS,2011-06-28,2948.85,TX_1_FOODS
TX_1,FOODS,2011-06-29,2690.51,TX_1_FOODS
TX_1,FOODS,2011-06-30,2868.87,TX_1_FOODS
TX_1,FOODS,2011-07-01,4557.6,TX_1_FOODS
TX_1,FOODS,2011-07-02,4342.95,TX_1_FOODS
TX_1,FOODS,2011-07-03,4707.08,TX_1_FOODS
TX_1,FOODS,2011-07-04,3622.65,TX_1_FOODS
TX_1,FOODS,2011-07-05,3916.08,TX_1_FOODS
TX_1,FOODS,2011-07-06,4304.63,TX_1_FOODS
TX_1,FOODS,2011-07-07,4463.17,TX_1_FOODS
TX_1,FOODS,2011-07-08,3800.71,TX_1_FOODS
TX_1,FOODS,2011-07-09,4834.93,TX_1_FOODS
TX_1,FOODS,2011-07-10,4613.95,TX_1_FOODS
TX_1,FOODS,2011-07-11,4641.58,TX_1_FOODS
TX_1,FOODS,2011-07-12,4314.38,TX_1_FOODS
TX_1,FOODS,2011-07-13,4740.56,TX_1_FOODS
TX_1,FOODS,2011-07-14,3473.97,TX_1_FOODS
TX_1,FOODS,2011-07-15,4862.83,TX_1_FOODS
TX_1,FOODS,2011-07-16,4789.17,TX_1_FOODS
TX_1,FOODS,2011-07-17,5066.0,TX_1_FOODS
TX_1,FOODS,2011-07-18,3504.01,TX_1_FOODS
TX_1,FOODS,2011-07-19,3325.34,TX_1_FOODS
TX_1,FOODS,2011-07-20,3155.4,TX_1_FOODS
TX_1,FOODS,2011-07-21,3427.86,TX_1_FOODS
TX_1,FOODS,2011-07-22,3711.09,TX_1_FOODS
TX_1,FOODS,2011-07-23,4284.99,TX_1_FOODS
TX_1,FOODS,2011-07-24,4416.85,TX_1_FOODS
TX_1,FOODS,2011-07-25,3406.91,TX_1_FOODS
TX_1,FOODS,2011-07-26,3310.44,TX_1_FOODS
TX_1,FOODS,2011-07-27,2989.43,TX_1_FOODS
TX_1,FOODS,2011-07-28,3010.18,TX_1_FOODS
TX_1,FOODS,2011-07-29,3369.14,TX_1_FOODS
TX_1,FOODS,2011-07-30,3381.57,TX_1_FOODS
TX_1,FOODS,2011-07-31,4249.8,TX_1_FOODS
TX_1,FOODS,2011-08-01,4561.39,TX_1_FOODS
TX_1,FOODS,2011-08-02,3474.32,TX_1_FOODS
TX_1,FOODS,2011-08-03,4341.47,TX_1_FOODS
TX_1,FOODS,2011-08-04,3387.44,TX_1_FOODS
TX_1,FOODS,2011-08-05,4255.55,TX_1_FOODS
TX_1,FOODS,2011-08-06,5742.59,TX_1_FOODS
TX_1,FOODS,2011-08-07,5831.62,TX_1_FOODS
TX_1,FOODS,2011-08-08,3742.16,TX_1_FOODS
TX_1,FOODS,2011-08-09,4454.36,TX_1_FOODS
TX_1,FOODS,2011-08-10,3534.6,TX_1_FOODS
TX_1,FOODS,2011-08-11,4278.79,TX_1_FOODS
TX_1,FOODS,2011-08-12,4922.61,TX_1_FOODS
TX_1,FOODS,2011-08-13,6553.7,TX_1_FOODS
TX_1,FOODS,2011-08-14,5372.22,TX_1_FOODS
TX_1,FOODS,2011-08-15,4909.2,TX_1_FOODS
TX_1,FOODS,2011-08-16,4196.84,TX_1_FOODS
TX_1,FOODS,2011-08-17,4029.64,TX_1_FOODS
TX_1,FOODS,2011-08-18,4006.16,TX_1_FOODS
TX_1,FOODS,2011-08-19,4158.9800000000005,TX_1_FOODS
TX_1,FOODS,2011-08-20,5616.7,TX_1_FOODS
TX_1,FOODS,2011-08-21,6630.33,TX_1_FOODS
TX_1,FOODS,2011-08-22,4420.08,TX_1_FOODS
TX_1,FOODS,2011-08-23,3510.41,TX_1_FOODS
TX_1,FOODS,2011-08-24,3614.91,TX_1_FOODS
TX_1,FOODS,2011-08-25,3168.48,TX_1_FOODS
TX_1,FOODS,2011-08-26,3170.9,TX_1_FOODS
TX_1,FOODS,2011-08-27,4692.19,TX_1_FOODS
TX_1,FOODS,2011-08-28,5115.2,TX_1_FOODS
TX_1,FOODS,2011-08-29,3399.53,TX_1_FOODS
TX_1,FOODS,2011-08-30,3086.35,TX_1_FOODS
TX_1,FOODS,2011-08-31,3316.52,TX_1_FOODS
TX_1,FOODS,2011-09-01,4974.1,TX_1_FOODS
TX_1,FOODS,2011-09-02,4023.58,TX_1_FOODS
TX_1,FOODS,2011-09-03,5695.34,TX_1_FOODS
TX_1,FOODS,2011-09-04,4376.17,TX_1_FOODS
TX_1,FOODS,2011-09-05,5034.12,TX_1_FOODS
TX_1,FOODS,2011-09-06,4053.02,TX_1_FOODS
TX_1,FOODS,2011-09-07,4701.31,TX_1_FOODS
TX_1,FOODS,2011-09-08,3414.02,TX_1_FOODS
TX_1,FOODS,2011-09-09,4554.66,TX_1_FOODS
TX_1,FOODS,2011-09-10,5083.6900000000005,TX_1_FOODS
TX_1,FOODS,2011-09-11,6150.91,TX_1_FOODS
TX_1,FOODS,2011-09-12,4770.19,TX_1_FOODS
TX_1,FOODS,2011-09-13,4955.78,TX_1_FOODS
TX_1,FOODS,2011-09-14,4124.17,TX_1_FOODS
TX_1,FOODS,2011-09-15,5020.12,TX_1_FOODS
TX_1,FOODS,2011-09-16,4679.92,TX_1_FOODS
TX_1,FOODS,2011-09-17,5251.99,TX_1_FOODS
TX_1,FOODS,2011-09-18,4943.55,TX_1_FOODS
TX_1,FOODS,2011-09-19,3810.87,TX_1_FOODS
TX_1,FOODS,2011-09-20,3577.19,TX_1_FOODS
TX_1,FOODS,2011-09-21,3364.03,TX_1_FOODS
TX_1,FOODS,2011-09-22,3298.04,TX_1_FOODS
TX_1,FOODS,2011-09-23,3431.68,TX_1_FOODS
TX_1,FOODS,2011-09-24,4850.66,TX_1_FOODS
TX_1,FOODS,2011-09-25,5262.41,TX_1_FOODS
TX_1,FOODS,2011-09-26,3764.6,TX_1_FOODS
TX_1,FOODS,2011-09-27,3254.43,TX_1_FOODS
TX_1,FOODS,2011-09-28,2742.76,TX_1_FOODS
TX_1,FOODS,2011-09-29,2892.59,TX_1_FOODS
TX_1,FOODS,2011-09-30,3737.44,TX_1_FOODS
TX_1,FOODS,2011-10-01,6140.41,TX_1_FOODS
TX_1,FOODS,2011-10-02,5518.24,TX_1_FOODS
TX_1,FOODS,2011-10-03,4730.9,TX_1_FOODS
TX_1,FOODS,2011-10-04,3795.77,TX_1_FOODS
TX_1,FOODS,2011-10-05,4634.96,TX_1_FOODS
TX_1,FOODS,2011-10-06,4263.25,TX_1_FOODS
TX_1,FOODS,2011-10-07,4740.36,TX_1_FOODS
TX_1,FOODS,2011-10-08,5273.45,TX_1_FOODS
TX_1,FOODS,2011-10-09,5515.49,TX_1_FOODS
TX_1,FOODS,2011-10-10,4615.3,TX_1_FOODS
TX_1,FOODS,2011-10-11,4498.22,TX_1_FOODS
TX_1,FOODS,2011-10-12,4643.58,TX_1_FOODS
TX_1,FOODS,2011-10-13,4462.37,TX_1_FOODS
TX_1,FOODS,2011-10-14,4414.54,TX_1_FOODS
TX_1,FOODS,2011-10-15,6403.61,TX_1_FOODS
TX_1,FOODS,2011-10-16,5868.54,TX_1_FOODS
TX_1,FOODS,2011-10-17,4422.7,TX_1_FOODS
TX_1,FOODS,2011-10-18,3695.31,TX_1_FOODS
TX_1,FOODS,2011-10-19,3475.28,TX_1_FOODS
TX_1,FOODS,2011-10-20,3030.35,TX_1_FOODS
TX_1,FOODS,2011-10-21,3607.02,TX_1_FOODS
TX_1,FOODS,2011-10-22,4244.09,TX_1_FOODS
TX_1,FOODS,2011-10-23,4720.58,TX_1_FOODS
TX_1,FOODS,2011-10-24,3356.41,TX_1_FOODS
TX_1,FOODS,2011-10-25,3022.7,TX_1_FOODS
TX_1,FOODS,2011-10-26,3336.44,TX_1_FOODS
TX_1,FOODS,2011-10-27,2961.23,TX_1_FOODS
TX_1,FOODS,2011-10-28,3456.81,TX_1_FOODS
TX_1,FOODS,2011-10-29,4325.06,TX_1_FOODS
TX_1,FOODS,2011-10-30,4628.35,TX_1_FOODS
TX_1,FOODS,2011-10-31,3242.83,TX_1_FOODS
TX_1,FOODS,2011-11-01,4283.68,TX_1_FOODS
TX_1,FOODS,2011-11-02,3104.47,TX_1_FOODS
TX_1,FOODS,2011-11-03,3556.05,TX_1_FOODS
TX_1,FOODS,2011-11-04,3001.06,TX_1_FOODS
TX_1,FOODS,2011-11-05,5458.39,TX_1_FOODS
TX_1,FOODS,2011-11-06,5514.38,TX_1_FOODS
TX_1,FOODS,2011-11-07,4574.84,TX_1_FOODS
TX_1,FOODS,2011-11-08,3580.13,TX_1_FOODS
TX_1,FOODS,2011-11-09,4120.85,TX_1_FOODS
TX_1,FOODS,2011-11-10,3552.47,TX_1_FOODS
TX_1,FOODS,2011-11-11,3918.47,TX_1_FOODS
TX_1,FOODS,2011-11-12,5439.07,TX_1_FOODS
TX_1,FOODS,2011-11-13,6092.46,TX_1_FOODS
TX_1,FOODS,2011-11-14,4259.03,TX_1_FOODS
TX_1,FOODS,2011-11-15,4688.45,TX_1_FOODS
TX_1,FOODS,2011-11-16,3705.78,TX_1_FOODS
TX_1,FOODS,2011-11-17,3687.65,TX_1_FOODS
TX_1,FOODS,2011-11-18,3672.22,TX_1_FOODS
TX_1,FOODS,2011-11-19,4466.75,TX_1_FOODS
TX_1,FOODS,2011-11-20,4779.1,TX_1_FOODS
TX_1,FOODS,2011-11-21,3608.61,TX_1_FOODS
TX_1,FOODS,2011-11-22,3760.8,TX_1_FOODS
TX_1,FOODS,2011-11-23,5122.89,TX_1_FOODS
TX_1,FOODS,2011-11-24,3917.56,TX_1_FOODS
TX_1,FOODS,2011-11-25,2978.63,TX_1_FOODS
TX_1,FOODS,2011-11-26,3199.71,TX_1_FOODS
TX_1,FOODS,2011-11-27,3724.32,TX_1_FOODS
TX_1,FOODS,2011-11-28,3163.55,TX_1_FOODS
TX_1,FOODS,2011-11-29,2990.19,TX_1_FOODS
TX_1,FOODS,2011-11-30,3022.32,TX_1_FOODS
TX_1,FOODS,2011-12-01,4031.24,TX_1_FOODS
TX_1,FOODS,2011-12-02,3728.66,TX_1_FOODS
TX_1,FOODS,2011-12-03,5462.67,TX_1_FOODS
TX_1,FOODS,2011-12-04,4970.23,TX_1_FOODS
TX_1,FOODS,2011-12-05,4676.09,TX_1_FOODS
TX_1,FOODS,2011-12-06,4636.33,TX_1_FOODS
TX_1,FOODS,2011-12-07,4269.27,TX_1_FOODS
TX_1,FOODS,2011-12-08,3260.93,TX_1_FOODS
TX_1,FOODS,2011-12-09,4370.74,TX_1_FOODS
TX_1,FOODS,2011-12-10,4573.57,TX_1_FOODS
TX_1,FOODS,2011-12-11,6399.92,TX_1_FOODS
TX_1,FOODS,2011-12-12,4685.9,TX_1_FOODS
TX_1,FOODS,2011-12-13,5007.15,TX_1_FOODS
TX_1,FOODS,2011-12-14,4376.84,TX_1_FOODS
TX_1,FOODS,2011-12-15,5442.6,TX_1_FOODS
TX_1,FOODS,2011-12-16,4364.73,TX_1_FOODS
TX_1,FOODS,2011-12-17,5044.59,TX_1_FOODS
TX_1,FOODS,2011-12-18,4489.8,TX_1_FOODS
TX_1,FOODS,2011-12-19,3962.66,TX_1_FOODS
TX_1,FOODS,2011-12-20,3843.41,TX_1_FOODS
TX_1,FOODS,2011-12-21,3821.75,TX_1_FOODS
TX_1,FOODS,2011-12-22,4153.19,TX_1_FOODS
TX_1,FOODS,2011-12-23,5116.51,TX_1_FOODS
TX_1,FOODS,2011-12-24,5358.52,TX_1_FOODS
TX_1,FOODS,2011-12-25,4965.81,TX_1_FOODS
TX_1,FOODS,2011-12-26,4573.1,TX_1_FOODS
TX_1,FOODS,2011-12-27,3649.6,TX_1_FOODS
TX_1,FOODS,2011-12-28,3482.41,TX_1_FOODS
TX_1,FOODS,2011-12-29,3460.31,TX_1_FOODS
TX_1,FOODS,2011-12-30,4377.43,TX_1_FOODS
TX_1,FOODS,2011-12-31,5141.41,TX_1_FOODS
TX_1,FOODS,2012-01-01,4286.29,TX_1_FOODS
TX_1,FOODS,2012-01-02,4377.51,TX_1_FOODS
TX_1,FOODS,2012-01-03,4441.05,TX_1_FOODS
TX_1,FOODS,2012-01-04,3617.45,TX_1_FOODS
TX_1,FOODS,2012-01-05,4202.9,TX_1_FOODS
TX_1,FOODS,2012-01-06,4958.01,TX_1_FOODS
TX_1,FOODS,2012-01-07,5692.88,TX_1_FOODS
TX_1,FOODS,2012-01-08,5835.55,TX_1_FOODS
TX_1,FOODS,2012-01-09,3716.53,TX_1_FOODS
TX_1,FOODS,2012-01-10,3965.98,TX_1_FOODS
TX_1,FOODS,2012-01-11,4728.81,TX_1_FOODS
TX_1,FOODS,2012-01-12,4252.36,TX_1_FOODS
TX_1,FOODS,2012-01-13,5090.79,TX_1_FOODS
TX_1,FOODS,2012-01-14,5344.01,TX_1_FOODS
TX_1,FOODS,2012-01-15,6238.53,TX_1_FOODS
TX_1,FOODS,2012-01-16,4963.05,TX_1_FOODS
TX_1,FOODS,2012-01-17,3437.68,TX_1_FOODS
TX_1,FOODS,2012-01-18,3499.76,TX_1_FOODS
TX_1,FOODS,2012-01-19,3699.94,TX_1_FOODS
TX_1,FOODS,2012-01-20,3869.41,TX_1_FOODS
TX_1,FOODS,2012-01-21,5064.21,TX_1_FOODS
TX_1,FOODS,2012-01-22,4643.19,TX_1_FOODS
TX_1,FOODS,2012-01-23,3607.13,TX_1_FOODS
TX_1,FOODS,2012-01-24,3002.42,TX_1_FOODS
TX_1,FOODS,2012-01-25,2776.64,TX_1_FOODS
TX_1,FOODS,2012-01-26,3260.03,TX_1_FOODS
TX_1,FOODS,2012-01-27,3664.6,TX_1_FOODS
TX_1,FOODS,2012-01-28,4204.29,TX_1_FOODS
TX_1,FOODS,2012-01-29,4741.39,TX_1_FOODS
TX_1,FOODS,2012-01-30,3705.93,TX_1_FOODS
TX_1,FOODS,2012-01-31,3116.46,TX_1_FOODS
TX_1,FOODS,2012-02-01,4840.91,TX_1_FOODS
TX_1,FOODS,2012-02-02,3669.68,TX_1_FOODS
TX_1,FOODS,2012-02-03,4762.84,TX_1_FOODS
TX_1,FOODS,2012-02-04,5458.15,TX_1_FOODS
TX_1,FOODS,2012-02-05,6760.04,TX_1_FOODS
TX_1,FOODS,2012-02-06,4638.65,TX_1_FOODS
TX_1,FOODS,2012-02-07,4658.84,TX_1_FOODS
TX_1,FOODS,2012-02-08,3796.49,TX_1_FOODS
TX_1,FOODS,2012-02-09,4180.85,TX_1_FOODS
TX_1,FOODS,2012-02-10,3889.72,TX_1_FOODS
TX_1,FOODS,2012-02-11,5618.84,TX_1_FOODS
TX_1,FOODS,2012-02-12,6653.67,TX_1_FOODS
TX_1,FOODS,2012-02-13,5586.45,TX_1_FOODS
TX_1,FOODS,2012-02-14,3990.71,TX_1_FOODS
TX_1,FOODS,2012-02-15,4310.9,TX_1_FOODS
TX_1,FOODS,2012-02-16,3561.48,TX_1_FOODS
TX_1,FOODS,2012-02-17,3559.24,TX_1_FOODS
TX_1,FOODS,2012-02-18,4681.92,TX_1_FOODS
TX_1,FOODS,2012-02-19,6000.72,TX_1_FOODS
TX_1,FOODS,2012-02-20,4510.77,TX_1_FOODS
TX_1,FOODS,2012-02-21,3584.34,TX_1_FOODS
TX_1,FOODS,2012-02-22,3723.0,TX_1_FOODS
TX_1,FOODS,2012-02-23,3753.25,TX_1_FOODS
TX_1,FOODS,2012-02-24,4128.61,TX_1_FOODS
TX_1,FOODS,2012-02-25,4534.64,TX_1_FOODS
TX_1,FOODS,2012-02-26,5504.11,TX_1_FOODS
TX_1,FOODS,2012-02-27,3905.35,TX_1_FOODS
TX_1,FOODS,2012-02-28,3653.55,TX_1_FOODS
TX_1,FOODS,2012-02-29,3516.04,TX_1_FOODS
TX_1,FOODS,2012-03-01,4861.68,TX_1_FOODS
TX_1,FOODS,2012-03-02,4542.94,TX_1_FOODS
TX_1,FOODS,2012-03-03,5680.07,TX_1_FOODS
TX_1,FOODS,2012-03-04,6221.61,TX_1_FOODS
TX_1,FOODS,2012-03-05,5139.82,TX_1_FOODS
TX_1,FOODS,2012-03-06,4936.67,TX_1_FOODS
TX_1,FOODS,2012-03-07,4430.19,TX_1_FOODS
TX_1,FOODS,2012-03-08,4451.26,TX_1_FOODS
TX_1,FOODS,2012-03-09,4624.68,TX_1_FOODS
TX_1,FOODS,2012-03-10,5698.76,TX_1_FOODS
TX_1,FOODS,2012-03-11,6414.36,TX_1_FOODS
TX_1,FOODS,2012-03-12,6078.57,TX_1_FOODS
TX_1,FOODS,2012-03-13,5987.58,TX_1_FOODS
TX_1,FOODS,2012-03-14,4974.94,TX_1_FOODS
TX_1,FOODS,2012-03-15,5673.76,TX_1_FOODS
TX_1,FOODS,2012-03-16,5370.03,TX_1_FOODS
TX_1,FOODS,2012-03-17,5369.75,TX_1_FOODS
TX_1,FOODS,2012-03-18,6385.86,TX_1_FOODS
TX_1,FOODS,2012-03-19,4430.99,TX_1_FOODS
TX_1,FOODS,2012-03-20,4118.59,TX_1_FOODS
TX_1,FOODS,2012-03-21,4034.26,TX_1_FOODS
TX_1,FOODS,2012-03-22,3552.78,TX_1_FOODS
TX_1,FOODS,2012-03-23,4388.42,TX_1_FOODS
TX_1,FOODS,2012-03-24,5298.8,TX_1_FOODS
TX_1,FOODS,2012-03-25,5729.58,TX_1_FOODS
TX_1,FOODS,2012-03-26,4423.46,TX_1_FOODS
TX_1,FOODS,2012-03-27,3853.74,TX_1_FOODS
TX_1,FOODS,2012-03-28,3557.64,TX_1_FOODS
TX_1,FOODS,2012-03-29,3458.85,TX_1_FOODS
TX_1,FOODS,2012-03-30,4101.74,TX_1_FOODS
TX_1,FOODS,2012-03-31,4764.24,TX_1_FOODS
TX_1,FOODS,2012-04-01,6901.63,TX_1_FOODS
TX_1,FOODS,2012-04-02,4149.77,TX_1_FOODS
TX_1,FOODS,2012-04-03,5445.93,TX_1_FOODS
TX_1,FOODS,2012-04-04,4265.41,TX_1_FOODS
TX_1,FOODS,2012-04-05,5144.72,TX_1_FOODS
TX_1,FOODS,2012-04-06,6531.68,TX_1_FOODS
TX_1,FOODS,2012-04-07,8212.22,TX_1_FOODS
TX_1,FOODS,2012-04-08,8057.01,TX_1_FOODS
